sequenceID	source.name	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	minor_subsublineage
KY672951	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
KY672952	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
KY672953	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
KY672954	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
KY672955	ncbi-nuccore	2	2V	2V_A	2V_A2		
KY672956	ncbi-nuccore	4	4I	4I_A	4I_A3		
KY672957	ncbi-nuccore	4	4I	4I_A	4I_A3		
KY672958	ncbi-nuccore	4	4I	4I_A	4I_A3		
KY672959	ncbi-nuccore	4	4I	4I_A	4I_A3		
KY672960	ncbi-nuccore	4	4I	4I_A	4I_A3		
KY794785	ncbi-nuccore	2	2II	2II_E	2II_E2		
KY794786	ncbi-nuccore	3	3I	3I_A			
KY794787	ncbi-nuccore	3	3I	3I_A			
KY794788	ncbi-nuccore	3	3I	3I_A			
KY794789	ncbi-nuccore	3	3I	3I_A			
KY794790	ncbi-nuccore	3	3I	3I_A			
KY829115	ncbi-nuccore	1	1V	1V_C			
KY849701	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849702	ncbi-nuccore	1	1I	1I_H	1I_H3		
KY849703	ncbi-nuccore	1	1I	1I_H	1I_H3		
KY849704	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849705	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849706	ncbi-nuccore	1	1I	1I_H	1I_H3		
KY849707	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849708	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849709	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849710	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849711	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849712	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849713	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849714	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849715	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849716	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849717	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849718	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849719	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849720	ncbi-nuccore	1	1I				
KY849721	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849722	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849723	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849724	ncbi-nuccore	1	1I	1I_H			
KY849725	ncbi-nuccore	1	1I	1I_H			
KY849726	ncbi-nuccore	1	1I	1I_H	1I_H3		
KY849727	ncbi-nuccore	1	1I				
KY849728	ncbi-nuccore	1	1I	1I_H			
KY849729	ncbi-nuccore	1	1I	1I_H			
KY849730	ncbi-nuccore	1	1I	1I_H			
KY849731	ncbi-nuccore	1	1I	1I_H	1I_H3		
KY849732	ncbi-nuccore	1	1I	1I_H			
KY849733	ncbi-nuccore	1	1I	1I_H	1I_H3		
KY849734	ncbi-nuccore	1	1I	1I_H	1I_H3		
KY849735	ncbi-nuccore	1	1I	1I_H			
KY849736	ncbi-nuccore	1	1I	1I_H			
KY849737	ncbi-nuccore	1	1I	1I_H			
KY849738	ncbi-nuccore	1	1I	1I_H			
KY849739	ncbi-nuccore	1	1I	1I_H	1I_H3		
KY849740	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849741	ncbi-nuccore	1	1I	1I_H	1I_H3		
KY849742	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849743	ncbi-nuccore	1	1I				
KY849744	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849745	ncbi-nuccore	1	1I				
KY849746	ncbi-nuccore	1	1I	1I_H			
KY849747	ncbi-nuccore	1	1I	1I_H			
KY849748	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849749	ncbi-nuccore	1	1I				
KY849750	ncbi-nuccore	1	1I				
KY849751	ncbi-nuccore	1	1I	1I_K	1I_K5		
KY849752	ncbi-nuccore	2	2V	2V_A			
KY849753	ncbi-nuccore	2	2V	2V_A			
KY849754	ncbi-nuccore	2	2V	2V_A			
KY849755	ncbi-nuccore	2	2V	2V_A			
KY849756	ncbi-nuccore	2	2V	2V_A	2V_A3		
KY849757	ncbi-nuccore	2	2V	2V_A	2V_A3		
KY849758	ncbi-nuccore	2	2V	2V_A			
KY849759	ncbi-nuccore	2	2V	2V_A			
KY849760	ncbi-nuccore	2	2V	2V_A			
KY849761	ncbi-nuccore	3	3II	3II_B			
KY849762	ncbi-nuccore	4	4I	4I_A	4I_A2		
KY849763	ncbi-nuccore	2	2V	2V_A			
KY849764	ncbi-nuccore	2	2V	2V_A			
KY849765	ncbi-nuccore	2	2V	2V_A	2V_A3		
KY849766	ncbi-nuccore	2	2V	2V_A			
KY849767	ncbi-nuccore	2	2V	2V_A			
KY849768	ncbi-nuccore	2	2V	2V_A	2V_A3		
KY849769	ncbi-nuccore	3	3II	3II_B			
KY849770	ncbi-nuccore	3	3II	3II_B			
KY849771	ncbi-nuccore	3	3II	3II_B			
KY849772	ncbi-nuccore	3	3II	3II_B			
KY849773	ncbi-nuccore	3	3II	3II_B			
KY849774	ncbi-nuccore	3	3II	3II_B			
KY849775	ncbi-nuccore	3	3II	3II_B			
KY863456	ncbi-nuccore	3	3I				
KY882458	ncbi-nuccore	2	2II	2II_D	2II_D2		
KY921902	ncbi-nuccore	1	1I	1I_K	1I_K3		
KY921903	ncbi-nuccore	1	1III	1III_A			
KY921904	ncbi-nuccore	2	2II	2II_F	2II_F2	2II_F2.2	
KY921905	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
KY921906	ncbi-nuccore	3	3I	3I_A	3I_A1		
KY921907	ncbi-nuccore	3	3III	3III_B	3III_B1		
KY921909	ncbi-nuccore	4	4II	4II_A	4II_A1		
KY921910	ncbi-nuccore	4	4II	4II_A	4II_A1		
KY923048	ncbi-nuccore	2					
KY924607	ncbi-nuccore	4	4I	4I_A	4I_A1	4I_A1.1	
KY926848	ncbi-nuccore	1	1I	1I_E			
KY926849	ncbi-nuccore	1	1IV	1IV_A			
KY937185	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
KY937186	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
KY937187	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
KY937188	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
KY937189	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
KY937190	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
KY977454	ncbi-nuccore	2	2III	2III_D	2III_D1		
LC011945	ncbi-nuccore	1	1I	1I_K	1I_K3		
LC011946	ncbi-nuccore	1	1I	1I_K	1I_K3		
LC011947	ncbi-nuccore	1	1I	1I_K	1I_K3		
LC011948	ncbi-nuccore	1	1I	1I_K	1I_K3		
LC011949	ncbi-nuccore	1	1I				
LC016760	ncbi-nuccore	1	1I	1I_K	1I_K3		
LC069810	ncbi-nuccore	4	4II	4II_A			
LC111438	ncbi-nuccore	2	2II				
LC121816	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
LC128301	ncbi-nuccore	1	1IV	1IV_B	1IV_B2		
LC129169	ncbi-nuccore	2	2V	2V_A	2V_A3		
LC129170	ncbi-nuccore	2	2V	2V_A	2V_A3		
LC129171	ncbi-nuccore	2	2V	2V_A			
LC129172	ncbi-nuccore	2	2V	2V_A	2V_A3		
LC335871	ncbi-nuccore	1	1I	1I_K	1I_K3		
LC335872	ncbi-nuccore	1	1I	1I_K	1I_K3		
LC335873	ncbi-nuccore	1	1I	1I_K	1I_K3		
LC335874	ncbi-nuccore	1	1I	1I_K	1I_K3		
LC335875	ncbi-nuccore	1	1I	1I_K	1I_K3		
LC335876	ncbi-nuccore	1	1I	1I_K	1I_K3		
LC335877	ncbi-nuccore	1	1I	1I_K	1I_K3		
LC335878	ncbi-nuccore	1	1I	1I_K	1I_K3		
LC335879	ncbi-nuccore	1	1I	1I_K	1I_K3		
LC335880	ncbi-nuccore	1	1I	1I_K	1I_K3		
LC335881	ncbi-nuccore	1	1I	1I_K	1I_K3		
LC367234	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
LC379193	ncbi-nuccore	3	3III	3III_B	3III_B2		
LC379194	ncbi-nuccore	3	3III	3III_B	3III_B2		
LC379195	ncbi-nuccore	3	3III	3III_B	3III_B2		
LC379196	ncbi-nuccore	3	3III	3III_B	3III_B2		
LC379197	ncbi-nuccore	3	3III	3III_B	3III_B2		
LC410183	ncbi-nuccore	1	1I	1I_H	1I_H1		
LC410184	ncbi-nuccore	2	2V	2V_A	2V_A2		
LC410185	ncbi-nuccore	2	2V	2V_A	2V_A1		
LC410186	ncbi-nuccore	2	2V	2V_A	2V_A2		
LC410187	ncbi-nuccore	2	2V	2V_A	2V_A2		
LC410188	ncbi-nuccore	2	2V	2V_A	2V_A2		
LC410189	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
LC410190	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
LC410191	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
LC410192	ncbi-nuccore	3	3III	3III_B	3III_B1		
LC410193	ncbi-nuccore	3	3III	3III_B	3III_B1		
LC410194	ncbi-nuccore	3	3III	3III_B	3III_B1		
LC410195	ncbi-nuccore	3	3III	3III_B	3III_B1		
LC410196	ncbi-nuccore	4	4I	4I_A	4I_A3		
LC410197	ncbi-nuccore	4	4I	4I_A	4I_A3		
LC410198	ncbi-nuccore	4	4I	4I_A	4I_A3		
LC410199	ncbi-nuccore	4	4I	4I_A	4I_A3		
LC410200	ncbi-nuccore	4	4I	4I_A	4I_A3		
LC410201	ncbi-nuccore	4	4I	4I_A	4I_A3		
LC410202	ncbi-nuccore	4	4I	4I_A	4I_A3		
LC410203	ncbi-nuccore	4	4I	4I_A	4I_A3		
LC428053	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.2	
LC428054	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.1	
LC428055	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.2	
LC428056	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.1	
LC428057	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.2	
LC428058	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.2	
LC428059	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.1	
LC428060	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.2	
LC428061	ncbi-nuccore	1	1I	1I_E	1I_E3		
LC428062	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.1	
LC428063	ncbi-nuccore	1	1I	1I_E	1I_E3		
LC428064	ncbi-nuccore	1	1I	1I_E	1I_E3		
LC428065	ncbi-nuccore	1	1I	1I_E	1I_E3		
LC428066	ncbi-nuccore	1	1I	1I_E	1I_E3		
LC428067	ncbi-nuccore	1	1I	1I_E	1I_E3		
LC428068	ncbi-nuccore	1	1I	1I_E	1I_E3		
LC428069	ncbi-nuccore	1	1I				
LC428070	ncbi-nuccore	1	1I	1I_E	1I_E3		
LC428071	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.2	
LC428072	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.2	
LC428073	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.1	
LC428074	ncbi-nuccore	1	1I	1I_E	1I_E3		
LC428075	ncbi-nuccore	1	1I	1I_E	1I_E3		
LC428076	ncbi-nuccore	1	1I	1I_E	1I_E3		
LC428077	ncbi-nuccore	1	1I	1I_E	1I_E3		
LC428078	ncbi-nuccore	1	1I				
LC428079	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.1	
LC428080	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.1	
LC436667	ncbi-nuccore	1	1III	1III_A	1III_A1		
LC436668	ncbi-nuccore	1	1III	1III_A	1III_A1		
LC436669	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	2II_F1.1.2
LC436670	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
LC436671	ncbi-nuccore	2	2II	2II_A	2II_A2	2II_A2.1	
LC436672	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	2II_F1.1.2
LC436673	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	2II_F1.1.2
LC436674	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	2II_F1.1.2
LC436675	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	2II_F1.1.2
LC436676	ncbi-nuccore	3	3I	3I_A	3I_A2		
LC436677	ncbi-nuccore	3	3I	3I_A	3I_A2		
LC646544	ncbi-nuccore	1	1I	1I_E	1I_E1		
LC652827	ncbi-nuccore	1	1I				
LC652828	ncbi-nuccore	1	1I				
LC666718	ncbi-nuccore	2	2II	2II_B			
LC666719	ncbi-nuccore	2	2II	2II_B			
LC707382	ncbi-nuccore	1	1VII	1VII_B			
LG230782	ncbi-nuccore	3	3III				
LG230783	ncbi-nuccore	1	1IV	1IV_B			
LP918029	ncbi-nuccore	4	4II	4II_B	4II_B1		
LP918031	ncbi-nuccore	1	1IV	1IV_B			
LP918032	ncbi-nuccore	2	2I				
LP918033	ncbi-nuccore	2	2I				
LP918034	ncbi-nuccore	3	3V				
LP943380	ncbi-nuccore	2	2V				
LQ243187	ncbi-nuccore	3	3III				
LQ243188	ncbi-nuccore	1	1IV	1IV_B			
LQ729831	ncbi-nuccore	1	1IV	1IV_B			
LQ729833	ncbi-nuccore	2	2V				
LQ729835	ncbi-nuccore	3	3III	3III_A	3III_A1		
LQ729837	ncbi-nuccore	4	4II	4II_B	4II_B1		
LQ868375	ncbi-nuccore	1	1IV	1IV_B			
LQ868376	ncbi-nuccore	2	2V				
LQ868377	ncbi-nuccore	3	3III	3III_A	3III_A1		
LQ868378	ncbi-nuccore	4	4II	4II_B	4II_B1		
LQ868392	ncbi-nuccore	1	1IV	1IV_B			
LQ868393	ncbi-nuccore	2	2V				
LQ868394	ncbi-nuccore	3	3III	3III_A	3III_A1		
LQ868395	ncbi-nuccore	4	4II	4II_B	4II_B1		
LQ905234	ncbi-nuccore	1	1I	1I_H			
LQ905235	ncbi-nuccore	2	2V	2V_A			
LQ905236	ncbi-nuccore	3	3V				
LQ905237	ncbi-nuccore	4	4II	4II_B	4II_B1		
LQ905238	ncbi-nuccore	1	1I				
LQ905239	ncbi-nuccore	2	2V	2V_A			
LQ905240	ncbi-nuccore	3	3V				
LQ905241	ncbi-nuccore	4	4II	4II_B	4II_B1		
LQ905242	ncbi-nuccore	1	1I				
LQ905243	ncbi-nuccore	2	2V	2V_A			
LQ905244	ncbi-nuccore	3	3V				
LQ905245	ncbi-nuccore	4	4II	4II_B	4II_B1		
LQ905246	ncbi-nuccore	1	1I				
LQ905247	ncbi-nuccore	2	2V	2V_A			
LQ905248	ncbi-nuccore	3	3V				
LQ905249	ncbi-nuccore	4	4II	4II_B	4II_B1		
LT898451	ncbi-nuccore	3	3III	3III_A	3III_A2		
LT898452	ncbi-nuccore	3	3III	3III_A	3III_A2		
LT996904	ncbi-nuccore	3	3III	3III_A	3III_A2		
LT996905	ncbi-nuccore	3	3III	3III_A	3III_A2		
LT996906	ncbi-nuccore	3	3III	3III_A	3III_A2		
LT996907	ncbi-nuccore	3	3III	3III_A	3III_A2		
LT996908	ncbi-nuccore	3	3III	3III_A	3III_A2		
LT996909	ncbi-nuccore	3	3III	3III_A	3III_A2		
LT996910	ncbi-nuccore	3	3III	3III_A	3III_A2		
LT996911	ncbi-nuccore	3	3III	3III_A	3III_A2		
LT996912	ncbi-nuccore	3	3III	3III_A	3III_A2		
LX250388	ncbi-nuccore	1	1I	1I_H			
LX250389	ncbi-nuccore	2	2V	2V_A			
LX250390	ncbi-nuccore	3	3V				
LX250391	ncbi-nuccore	4	4II	4II_B	4II_B1		
LX250392	ncbi-nuccore	1	1I				
LX250393	ncbi-nuccore	2	2V	2V_A			
LX250394	ncbi-nuccore	3	3V				
LX250395	ncbi-nuccore	4	4II	4II_B	4II_B1		
LX250396	ncbi-nuccore	1	1I				
LX250397	ncbi-nuccore	2	2V	2V_A			
LX250398	ncbi-nuccore	3	3V				
LX250399	ncbi-nuccore	4	4II	4II_B	4II_B1		
LX250400	ncbi-nuccore	1	1I				
LX250401	ncbi-nuccore	2	2V	2V_A			
LX250402	ncbi-nuccore	3	3V				
LX250403	ncbi-nuccore	4	4II	4II_B	4II_B1		
LY511421	ncbi-nuccore	1					
LY511422	ncbi-nuccore	1					
LY511424	ncbi-nuccore	2					
LY511425	ncbi-nuccore	2					
LY511427	ncbi-nuccore	1					
LY511428	ncbi-nuccore	1					
LY590172	ncbi-nuccore	1	1I	1I_H			
LY590173	ncbi-nuccore	2	2V	2V_A			
LY590174	ncbi-nuccore	3	3V				
LY590175	ncbi-nuccore	4	4II	4II_B	4II_B1		
LY590176	ncbi-nuccore	1	1I				
LY590177	ncbi-nuccore	2	2V	2V_A			
LY590178	ncbi-nuccore	3	3V				
LY590179	ncbi-nuccore	4	4II	4II_B	4II_B1		
LY590180	ncbi-nuccore	1	1I				
LY590181	ncbi-nuccore	2	2V	2V_A			
LY590182	ncbi-nuccore	3	3V				
LY590183	ncbi-nuccore	4	4II	4II_B	4II_B1		
LY590184	ncbi-nuccore	1	1I				
LY590185	ncbi-nuccore	2	2V	2V_A			
LY590186	ncbi-nuccore	3	3V				
LY590187	ncbi-nuccore	4	4II	4II_B	4II_B1		
LY683284	ncbi-nuccore	1	1I				
LY683285	ncbi-nuccore	2	2III	2III_C	2III_C2		
LY683286	ncbi-nuccore	3	3V				
LY683287	ncbi-nuccore	4	4II	4II_B	4II_B1	4II_B1.1	
LY921396	ncbi-nuccore	1	1IV	1IV_B			
LZ239282	ncbi-nuccore	1					
LZ951197	ncbi-nuccore	3	3III				
LZ951198	ncbi-nuccore	1	1IV	1IV_B			
M14931	ncbi-nuccore	4	4II	4II_B	4II_B1		
M19197	ncbi-nuccore	2	2I				
M20558	ncbi-nuccore	2	2III				
M29095	ncbi-nuccore	2					
M84727	ncbi-nuccore	2	2V				
M84728	ncbi-nuccore	2	2V				
M87512	ncbi-nuccore	1	1I				
M93130	ncbi-nuccore	3	3V				
MA780861	ncbi-nuccore	1					
MA780862	ncbi-nuccore	1					
MA780864	ncbi-nuccore	2					
MA780865	ncbi-nuccore	2					
MA780867	ncbi-nuccore	1					
MA780868	ncbi-nuccore	1					
MB029372	ncbi-nuccore	2	2I				
MB466021	ncbi-nuccore	1	1IV	1IV_B			
MB466022	ncbi-nuccore	4	4II				
MB466023	ncbi-nuccore	3	3I	3I_B			
MB466024	ncbi-nuccore	4	4II	4II_B	4II_B1		
MF004384	ncbi-nuccore	1	1V	1V_B			
MF004385	ncbi-nuccore	2	2II	2II_D	2II_D3		
MF004386	ncbi-nuccore	3	3I	3I_A			
MF004387	ncbi-nuccore	4	4II	4II_B	4II_B1		
MF033196	ncbi-nuccore	1	1I				
MF033197	ncbi-nuccore	1	1III	1III_B			
MF033198	ncbi-nuccore	1	1III	1III_A			
MF033199	ncbi-nuccore	1	1I				
MF033200	ncbi-nuccore	1	1III	1III_A			
MF033201	ncbi-nuccore	1	1I				
MF033202	ncbi-nuccore	1	1I				
MF033203	ncbi-nuccore	1	1I				
MF033204	ncbi-nuccore	1	1III	1III_A			
MF033205	ncbi-nuccore	1	1III	1III_A			
MF033206	ncbi-nuccore	1	1I	1I_K	1I_K3		
MF033207	ncbi-nuccore	1	1I	1I_K	1I_K3		
MF033208	ncbi-nuccore	1	1I	1I_K	1I_K3		
MF033209	ncbi-nuccore	1	1I	1I_K	1I_K3		
MF033210	ncbi-nuccore	1	1I				
MF033211	ncbi-nuccore	1	1III	1III_A			
MF033212	ncbi-nuccore	1	1III	1III_A	1III_A3		
MF033213	ncbi-nuccore	1	1III	1III_A			
MF033214	ncbi-nuccore	1	1I				
MF033215	ncbi-nuccore	1	1I				
MF033216	ncbi-nuccore	1	1I	1I_K	1I_K3		
MF033217	ncbi-nuccore	1	1I	1I_K	1I_K3		
MF033218	ncbi-nuccore	1	1I				
MF033219	ncbi-nuccore	1	1I				
MF033220	ncbi-nuccore	1	1I	1I_K	1I_K2		
MF033221	ncbi-nuccore	1	1I		1I_H1		
MF033222	ncbi-nuccore	1	1I	1I_J			
MF033223	ncbi-nuccore	1	1I				
MF033224	ncbi-nuccore	1	1III	1III_A			
MF033225	ncbi-nuccore	1	1I	1I_K	1I_K2		
MF033226	ncbi-nuccore	1	1III	1III_A	1III_A3		
MF033227	ncbi-nuccore	1	1III	1III_A			
MF033228	ncbi-nuccore	1	1I	1I_K	1I_K3		
MF033229	ncbi-nuccore	1	1III	1III_A			
MF033230	ncbi-nuccore	1	1I	1I_K	1I_K3		
MF033231	ncbi-nuccore	1	1IV	1IV_B			
MF033232	ncbi-nuccore	1	1I	1I_K	1I_K2		
MF033233	ncbi-nuccore	1	1I				
MF033234	ncbi-nuccore	1	1III	1III_A			
MF033235	ncbi-nuccore	1	1I	1I_K			
MF033236	ncbi-nuccore	1	1I				
MF033237	ncbi-nuccore	1	1III	1III_A			
MF033238	ncbi-nuccore	1	1III	1III_A			
MF033239	ncbi-nuccore	1	1I	1I_E			
MF033240	ncbi-nuccore	1	1I	1I_K	1I_K3		
MF033241	ncbi-nuccore	1	1III	1III_A			
MF033242	ncbi-nuccore	1	1III	1III_A			
MF033243	ncbi-nuccore	1	1III	1III_A			
MF033244	ncbi-nuccore	1	1I				
MF033245	ncbi-nuccore	1	1I	1I_K	1I_K3		
MF033246	ncbi-nuccore	1	1I	1I_K	1I_K2		
MF033247	ncbi-nuccore	1	1I	1I_K	1I_K3		
MF033248	ncbi-nuccore	1	1I				
MF033249	ncbi-nuccore	1	1I	1I_K	1I_K3		
MF033250	ncbi-nuccore	1	1I	1I_K	1I_K2		
MF033251	ncbi-nuccore	1	1III	1III_A			
MF033252	ncbi-nuccore	1	1III	1III_A			
MF033253	ncbi-nuccore	1	1III	1III_A			
MF033254	ncbi-nuccore	1	1I	1I_E	1I_E1	1I_E1.1	
MF033255	ncbi-nuccore	1	1III	1III_A	1III_A1		
MF033256	ncbi-nuccore	1	1III	1III_A	1III_A3		
MF033257	ncbi-nuccore	1	1I	1I_K	1I_K2		
MF033258	ncbi-nuccore	1	1I	1I_K	1I_K2		
MF033259	ncbi-nuccore	1	1I	1I_K	1I_K3		
MF033260	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MF033261	ncbi-nuccore	1	1III	1III_A	1III_A3		
MF043956	ncbi-nuccore	2	2II	2II_D	2II_D2		
MF142763	ncbi-nuccore	3	3III	3III_B	3III_B1		
MF156233	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF156234	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF156235	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF156236	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF156237	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF156238	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF156239	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF156240	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF156241	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF156242	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF156243	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF156244	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF156245	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF156246	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF156247	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF156248	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF314188	ncbi-nuccore	1	1I	1I_K	1I_K2		
MF314189	ncbi-nuccore	2	2II	2II_F	2II_F1	2II_F1.1	
MF370226	ncbi-nuccore	3	3III	3III_B	3III_B1		
MF405201	ncbi-nuccore	1	1I	1I_H	1I_H1		
MF459663	ncbi-nuccore	2	2V	2V_A	2V_A2		
MF576311	ncbi-nuccore	1					
MF681692	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MF681693	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MF682966	ncbi-nuccore	3	3I	3I_A	3I_A1		
MF682967	ncbi-nuccore	3	3I	3I_A	3I_A1		
MF682968	ncbi-nuccore	3	3I	3I_A	3I_A1		
MF682969	ncbi-nuccore	3	3I	3I_A	3I_A1		
MF682970	ncbi-nuccore	3	3I	3I_A	3I_A1		
MF682971	ncbi-nuccore	3	3II	3II_B			
MF682972	ncbi-nuccore	3	3II	3II_B			
MF682973	ncbi-nuccore	3	3II	3II_B			
MF682974	ncbi-nuccore	3	3II	3II_B			
MF682975	ncbi-nuccore	3	3II	3II_B			
MF683116	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MF683117	ncbi-nuccore	1	1I	1I_K	1I_K1	1I_K1.2	
MF797878	ncbi-nuccore	1	1V	1V_D	1V_D1	1V_D1.2	
MF940236	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF940237	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF940238	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF940239	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF940240	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF940241	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF940242	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF940243	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF940244	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF940245	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF940246	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF940247	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF940248	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF940249	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF940250	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF940251	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
MF940252	ncbi-nuccore	2	2II	2II_A	2II_A1	2II_A1.1	2II_A1.1.1
